ContextTokens,GeneratedTokens,start_timestamp_ms
1201,402,385482
1152,400,385525
238,14,386029
997,393,386695
1025,394,386726
1121,440,386840
1312,141,387000
403,113,387075
1036,388,387474
385,80,387859
444,101,387992
1012,461,388039
1036,590,388097
1036,375,388133
380,61,388509
378,56,388658
1052,378,388957
1039,417,389004
1097,409,389077
1052,373,389235
1036,397,389494
376,74,389594
1043,397,389940
1020,445,390036
1105,429,390113
1095,420,390294
1033,403,390568
1063,93,390734
981,402,391058
999,411,391091
1010,401,391189
1018,396,391407
1145,374,392007
1059,477,392040
1080,395,392138
4072,56,392676
1321,182,392764
1035,400,392817
1004,394,392817
1165,421,393529
2637,140,393612
1108,459,393642
978,391,394330
414,137,394332
400,103,394470
998,396,394533
1045,393,394623
4086,41,395124
1002,407,395370
874,150,395371
1060,415,395448
399,92,395666
2584,161,395680
4088,37,395709
1219,429,395773
4090,83,395934
1100,371,396009
1064,418,396389
1064,414,396597
4085,41,396854
1003,418,397381
1204,437,397819
1656,82,397872
1179,445,397892
1146,440,398001
420,80,398043
1136,518,398237
402,95,399009
18,128,399212
2637,102,399315
12,231,399605
1271,423,399606
434,77,399843
1050,362,400097
1069,410,400221
242,14,400481
2584,154,400599
1116,451,400618
998,411,400761
1103,393,400976
4074,83,401071
1163,418,401586
1065,474,401839
1063,93,402077
398,95,402439
874,169,402600
1056,417,402675
1116,79,402785
1044,396,402926
2221,212,403070
1075,466,403145
4086,35,403196
401,89,403503
1044,524,403869
1312,157,403999
1039,398,404802
1027,390,405318
395,93,405405
1133,423,405464
1156,565,405659
1082,522,405778
1126,375,406148
1314,210,406245
1062,373,406277
238,14,406305
1313,181,406636
1200,406,406761
4086,63,406766
413,137,406956
1054,374,407162
1059,622,407426
1050,411,407478
1069,419,407748
1085,426,407873
1012,434,408012
1537,51,408171
401,80,408662
1158,589,408674
1028,396,408914
369,57,408925
1133,507,409086
1010,485,409400
4091,44,410414
1066,465,410527
1036,422,410594
977,407,410831
1097,411,410964
396,88,410985
1096,514,411774
2006,77,412390
4091,78,412774
1052,667,413321
1082,428,413408
1073,378,413819
11,141,413827
4091,46,413951
1093,396,413971
1014,392,414003
1085,375,414048
4076,27,414177
1174,411,414350
1094,378,414746
1086,410,415002
987,413,415244
1088,363,416098
1102,523,416697
1029,401,416776
981,381,417133
1029,405,417234
374,91,417320
2675,97,417326
1023,415,417491
956,59,417728
1057,388,418015
1053,385,418086
1041,395,418746
4106,99,419073
1146,401,419629
1038,401,419791
1051,440,419924
15,134,420018
1006,394,420200
424,102,420539
1029,415,420762
1006,488,420803
1005,386,421313
404,96,421778
1147,509,422080
1314,138,422172
1008,408,422385
397,93,422846
1027,450,422987
2312,107,423184
424,96,424259
2739,97,424604
1042,424,424665
2675,84,424950
1094,385,425206
415,93,425499
1096,411,425559
398,127,425759
1052,564,425941
1089,394,426126
1160,443,426233
1786,50,426438
1090,558,426740
1317,180,426945
1179,511,427292
1116,368,427572
388,55,427651
4081,53,428231
887,112,428244
1020,385,428270
1313,135,428715
1055,395,428781
1130,391,428826
1062,398,429360
1070,411,429730
238,14,429848
1060,468,429926
1026,379,430314
1073,385,430384
1325,198,430385
387,58,430467
438,93,430509
406,86,430633
388,93,430865
398,107,431734
22,131,432304
417,110,432627
1052,400,432744
1069,388,432800
1019,427,432927
1222,396,432960
902,29,432971
1051,440,433354
2006,175,433379
1135,388,433409
1349,172,433841
1147,525,434458
1095,387,434670
1158,383,435016
1090,414,435553
396,99,435876
1091,397,436268
1083,430,436559
2312,107,437691
1136,396,437717
1001,375,437864
50,154,438023
1056,499,438069
1084,534,438243
1062,416,438656
773,41,438683
1070,373,438835
1085,407,439044
388,75,439282
383,80,439674
1027,660,439782
414,102,439868
1164,444,440105
1069,430,440335
1136,396,440525
1951,67,440900
2739,111,440994
1044,527,441097
1094,575,441199
1086,446,441235
991,394,442085
383,59,442598
976,388,443413
1158,400,443687
2584,148,443769
1089,1000,443808
1031,388,443814
1134,394,444438
1314,227,444518
400,90,444587
1025,604,444740
1052,415,444835
1020,420,445211
410,99,445218
998,385,445359
1120,419,445472
1112,394,445602
973,565,445658
1351,148,445690
2596,50,445796
16,163,446042
1069,396,446042
1316,193,446248
1025,514,446331
2006,77,446368
378,51,447118
1036,398,447266
1042,558,447272
1089,372,447575
1146,395,447875
1011,411,447938
981,382,448615
1138,414,449076
1163,418,449315
1087,417,449315
1138,517,449517
1160,468,449583
21,165,449650
4084,81,449676
1091,378,449760
1149,407,449834
4077,56,449859
1378,85,450037
1013,397,450131
1053,408,450235
1049,398,450367
1474,94,450492
243,14,450496
401,95,450497
430,106,450600
2445,84,450818
1044,415,450952
1179,398,451323
1175,401,451406
1034,395,451968
1951,46,452025
1134,394,452242
415,101,452295
1157,416,452363
983,151,452659
1059,448,452741
969,375,452818
243,14,453243
1011,373,453255
1040,385,453363
1047,419,453748
1135,396,453906
1162,401,454114
1150,395,454114
20,177,454538
379,70,454692
1106,396,454835
414,95,455276
1072,415,455380
238,14,456036
385,87,456101
322,18,456497
1026,396,456544
970,403,456912
1378,85,457094
13,172,457311
1004,388,457355
980,372,457445
1102,530,458273
1005,394,458372
403,94,458543
1169,451,458835
1140,397,458881
1083,395,458949
4079,32,459132
1034,398,459165
404,131,459462
1073,422,459536
243,14,459578
4125,55,459716
1146,389,459880
1017,394,460048
1164,395,460414
1312,156,460485
2342,81,460729
1096,396,460897
983,151,461164
1050,412,461498
399,87,461650
404,118,461720
1992,91,462103
1163,409,462184
1103,577,462318
1123,651,462794
1032,396,462802
315,18,462855
1316,151,462873
1014,398,462967
1071,426,463267
1069,523,463284
421,93,463540
1474,109,463878
1097,393,464314
1086,419,464562
238,14,465287
1088,382,465290
1088,417,465406
724,40,465481
1151,404,465973
1101,385,466069
1090,558,466289
960,413,466771
1094,411,467175
1111,396,467669
1316,140,467715
2611,55,468489
1094,377,468538
403,86,468859
1316,149,469418
4091,50,469502
1114,442,470879
1323,213,471268
4086,71,471276
397,181,471397
1069,419,471534
1316,207,472423
374,76,472470
994,396,473144
1961,96,473180
961,388,473571
397,94,473580
1053,380,473597
1314,111,473764
1131,432,474000
1198,394,474418
1074,377,474914
44,121,475024
738,10,475086
738,10,475132
738,20,475888
1026,418,476098
1040,399,476211
1133,414,476761
808,43,476960
373,78,476979
1138,80,477133
1133,379,477197
120,12,477408
1073,419,477608
1128,428,478159
1020,74,478352
1124,411,478533
1048,396,478554
1013,394,478555
4080,59,479011
2700,74,479220
376,69,479506
1148,393,479771
1018,391,480102
1337,79,480208
1099,57,480365
1051,396,480449
1138,398,480455
1148,375,480709
4088,363,480970
424,114,481083
388,80,481179
1091,397,481215
1484,88,481273
4090,65,482054
1312,181,482074
1031,403,482150
2744,60,482289
1089,402,482462
1135,390,483451
391,87,483497
974,406,483609
1013,396,483748
1316,150,484077
1084,429,484186
1162,390,484257
1061,117,484460
1046,427,484485
1183,501,484989
1182,372,485062
1167,398,485138
381,76,485165
4085,28,485231
1198,405,485304
1006,397,485323
1026,385,485581
1022,413,485618
900,102,485726
2584,139,486106
2221,200,486438
911,97,486471
1096,398,486675
389,87,486789
1102,420,486965
1010,391,487129
1148,398,487232
1024,396,487294
1023,394,487428
242,14,487443
1144,396,487511
995,449,487912
1082,411,487972
1020,74,488056
989,392,488245
1717,28,488660
1013,373,488922
1051,427,489020
382,64,489239
1313,204,489437
4081,45,489856
381,88,489901
1051,538,489928
243,14,490021
1337,79,490069
401,164,490254
120,12,490491
1130,398,490510
1134,393,490510
1053,385,490531
1015,393,490650
25,165,490726
1168,453,490831
1023,396,491054
964,476,491367
1360,90,491407
1048,397,491444
996,441,491598
890,89,491638
1135,415,491640
4077,41,491680
408,100,491709
1266,397,491752
403,89,492064
1127,398,492217
390,79,492291
1084,390,493062
963,399,493429
404,128,493697
1201,396,493788
1115,418,493896
1025,397,494232
418,113,495095
984,409,495118
1150,394,495277
1011,384,495500
1149,383,495915
408,103,495960
386,67,496069
1196,410,496603
1008,414,496793
985,421,496936
988,432,497015
1027,414,497094
1042,394,497094
1071,384,497162
1093,401,497184
1171,523,497360
1048,433,497560
1821,84,497579
388,98,497796
1047,99,497808
21,138,498341
971,444,498836
1185,434,498945
4089,26,499032
3476,125,499478
1231,396,499598
413,113,499778
1255,414,500151
922,104,500481
1080,375,500578
4124,73,500699
383,48,500717
120,12,501138
376,84,501165
2592,72,501215
1315,199,501219
36,130,501247
422,67,501595
374,44,501664
1360,94,501851
1076,396,502024
1313,137,502043
890,89,502286
1161,395,502329
382,86,502750
397,86,502968
420,88,503045
1062,397,503163
1122,377,503340
4076,72,503365
1099,420,503638
1048,379,504484
1055,413,504934
3476,118,505549
1006,44,505742
1670,117,505860
411,81,505921
1757,45,506372
999,419,506383
247,14,506492
1020,388,506605
442,99,506698
324,18,506828
1009,410,506947
391,104,506972
1313,157,507866
2236,128,508093
1317,198,508430
386,99,508435
1043,401,508494
1165,45,508692
1028,414,508801
1821,143,509160
4078,54,509656
237,14,509815
1151,434,509994
1484,159,510755
427,93,510956
1207,400,511075
4071,56,511136
1001,407,511153
50,168,511310
1381,40,511398
396,93,511767
4096,51,511946
1040,396,512247
394,88,512285
378,48,512416
4162,78,512505
1307,501,513000
974,402,513264
1129,467,513277
1040,388,513448
1159,405,513619
946,398,513707
967,419,513960
1109,383,514602
1171,526,514772
1670,65,514780
4164,63,515403
1039,399,515534
2169,150,515779
1184,405,515821
2910,88,515855
421,99,515902
1046,398,515917
1034,428,516027
373,93,516132
890,115,516330
377,51,516568
426,126,516744
1508,76,516754
1059,410,517071
1196,410,517792
1072,419,518180
1020,394,518329
26,150,518403
1045,378,518434
4098,102,518582
2236,101,518584
1116,446,518677
1084,418,518889
1338,195,518893
1137,509,518977
1130,468,519341
387,82,519512
1087,402,519782
4077,61,520446
1075,395,520470
1131,396,520561
4152,165,520955
4089,56,521170
1353,144,521364
1484,159,521498
1183,384,522322
1318,148,522431
4076,39,523158
1907,90,523515
401,82,523919
2765,99,524030
1961,95,524355
403,135,524372
389,100,524373
399,101,524383
953,375,524426
1066,431,524553
298,18,524602
1146,413,524623
1178,607,524934
1066,388,525179
1248,378,525179
387,68,525205
1027,392,525341
858,107,525435
1052,413,525599
2202,41,525632
1034,417,525762
1038,394,525821
120,12,526068
435,117,526106
4085,56,526380
1190,403,527202
3030,46,527267
955,68,527293
1248,423,527339
406,96,527732
1093,411,527760
434,82,527943
368,72,528582
988,375,528820
418,95,528932
1531,70,528974
1135,410,529023
1142,79,529586
1189,378,529735
394,97,530408
1147,498,530476
4087,44,530523
985,427,530587
1047,99,530690
1128,410,530721
647,74,530722
972,388,530874
242,14,530984
1048,412,531107
1062,394,531218
396,97,531283
431,99,531285
4107,57,531414
405,92,531679
959,384,531803
387,68,532254
1254,419,532338
396,75,532564
1100,424,533200
1028,408,533626
955,394,533943
19,178,534067
373,60,534231
1023,396,534352
1105,407,534353
1028,379,534383
4070,37,534515
1907,84,534834
1028,396,534865
1364,480,534876
1034,417,534937
2744,60,535177
1084,414,535197
378,45,535321
1028,55,535537
1103,396,535655
1314,156,535865
404,91,535894
1002,388,536036
1128,502,536231
4084,61,536534
1018,395,536800
3030,46,536825
840,45,536927
449,119,537515
376,145,537725
2169,134,537778
1030,393,537833
374,79,537845
1992,66,537919
957,388,538366
1043,377,538389
4191,51,538575
864,129,538597
2059,94,538688
1150,395,539388
386,69,539759
325,18,539824
1114,429,540086
4093,52,540218
1093,398,540277
1052,373,540327
1122,377,540557
1002,373,540772
4086,32,541417
4079,79,541547
1071,405,541833
1369,44,541858
1160,468,541954
1868,82,542020
1571,89,542407
719,113,542920
413,102,543070
1066,431,543438
1058,419,543657
1000,375,543678
4101,52,543693
404,68,543741
1484,159,544036
400,98,544475
429,84,544551
1054,414,545154
691,51,545156
396,90,545183
4079,163,545338
387,97,545482
1185,384,546587
2765,136,546698
1130,609,546881
3607,73,547137
2332,81,547661
1313,145,547826
398,123,548010
1121,423,548033
428,101,548077
1077,391,548110
1341,50,548313
4076,46,548338
4075,51,549037
384,69,549773
1085,363,549797
2058,91,549799
404,93,550191
1386,125,550224
382,57,550256
396,104,550388
410,152,550409
4085,58,550418
993,40,550484
2059,94,550555
391,57,550873
1190,375,551073
1912,72,551509
1101,430,551518
2935,63,551571
719,113,551632
1314,144,551825
1024,395,551918
2221,194,552229
1126,397,552369
976,599,552464
4138,73,552712
1110,427,552895
1091,401,553058
4069,46,553171
1093,396,553184
983,400,553230
1314,152,553331
1015,458,553633
1152,395,553699
12,113,553708
1125,468,553785
1024,410,553936
1571,89,553986
376,91,554018
1049,411,554395
1139,50,554701
2464,78,555909
977,411,556067
1076,375,556561
1131,413,556836
1008,446,557210
1353,182,557217
730,42,557682
1240,398,557712
398,105,558005
1386,125,558594
1182,411,558597
400,92,558854
1316,256,558864
398,97,558893
650,54,559084
1160,414,559086
1187,84,559557
1094,406,559827
1098,449,560038
398,80,560367
954,54,560392
419,99,560929
4089,85,561116
400,97,561238
1146,375,561452
1210,385,561544
396,90,561549
435,64,561557
375,96,561936
381,81,562098
384,99,563085
1912,72,564203
1095,423,564273
1201,426,564323
1092,502,564366
1109,91,564527
366,80,564824
1730,104,564871
1357,200,565462
372,79,565704
1025,414,565816
1171,396,565944
4095,87,566240
371,62,566507
881,141,566619
413,106,566667
120,12,566849
2106,114,567573
2935,63,567874
1087,394,568010
1136,396,568231
376,56,568313
1244,396,568452
1184,424,568472
1047,87,568775
1999,97,568890
4101,25,568917
1085,375,568967
1002,398,568991
1063,385,569097
1315,163,569178
1150,411,569206
1098,88,569383
4074,200,569424
1158,427,569543
1069,388,569605
429,100,569706
4085,41,570119
1076,404,570280
385,87,570380
4076,50,570384
398,146,570458
1035,373,570510
2697,100,570879
1089,395,570918
1316,203,570945
870,81,571063
1170,502,571086
1190,375,571236
1027,390,571484
1145,478,572101
982,442,572393
1103,411,572402
306,18,572539
1254,419,572963
957,74,573119
1067,395,573299
1176,500,573445
1160,398,573514
1086,405,573602
1113,417,573730
4090,41,573763
1010,82,574137
7,143,574157
4105,38,574214
2123,94,574706
4074,42,574809
2468,87,574825
406,80,574839
4088,37,574973
1109,84,575023
430,102,575158
393,59,575373
309,18,575627
396,84,576188
952,427,576393
2106,108,576590
1042,403,576630
1074,378,576705
4088,61,576925
1044,386,576951
368,45,577486
1236,376,577554
772,136,577841
1185,401,578676
1034,417,578739
383,94,578956
1022,494,579005
972,396,579040
4075,62,579090
402,135,579538
1183,501,580045
1025,916,580130
373,88,580414
387,67,580633
1315,188,580735
1315,154,580948
58,111,581024
4123,76,581394
957,74,581448
647,46,581601
1022,426,581634
382,54,581811
392,104,581818
1155,403,581846
1057,398,581989
1129,416,582241
1358,51,582774
1004,413,583284
391,97,583939
1004,399,584311
989,426,584369
459,90,584484
373,80,584665
1147,448,584794
1280,91,584848
1037,410,584852
869,47,585002
371,69,585564
1094,411,585750
1108,442,585847
394,79,585854
849,100,586122
403,86,586450
1314,152,586574
1063,374,587069
851,85,587387
902,75,587391
385,78,587946
4185,31,587977
2388,52,588217
1039,410,588921
1094,411,589053
981,409,589104
4100,180,589123
1999,97,589266
386,79,589606
1315,144,589651
2738,113,590140
371,100,590512
405,93,590673
4623,59,590701
783,45,590830
1054,397,591063
1200,518,591254
430,86,591487
4100,52,591826
1039,404,592010
1093,411,592806
1014,659,592858
1069,383,593107
4094,105,593150
1056,430,593295
402,92,593979
1730,107,594449
31,234,594466
386,90,594603
421,92,594801
1351,139,594920
1072,401,595397
1144,550,595440
1045,411,595524
1054,443,595609
4114,47,595765
983,377,595800
1162,594,596120
2042,45,596633
1026,408,596830
1041,463,596918
1069,414,597285
1190,375,597317
2425,51,597320
1280,92,597380
1107,453,597463
1162,449,597666
390,104,597857
2374,110,598060
1003,381,598163
1074,434,598414
1737,89,598487
1143,426,598550
1079,396,598965
849,100,599127
4078,42,599164
2388,52,599269
1045,397,599600
385,89,599614
407,122,599752
1143,396,599971
958,89,600197
1031,74,600515
1127,639,600605
1101,478,600683
409,78,601091
4095,36,601311
1054,454,601466
400,82,601674
421,80,602028
1077,468,602097
1023,397,602199
1044,386,602445
403,135,603004
397,66,603745
1117,442,604079
61,136,604227
27,192,604590
1035,388,604596
1129,396,604752
1056,451,605011
1315,166,605104
406,104,605286
12,149,605429
444,99,605430
393,102,605697
4074,68,606038
375,64,606543
1313,143,606552
402,98,606756
1180,597,606797
1147,394,606967
1117,387,607011
404,145,607260
1091,375,607558
1061,418,607723
1038,387,608278
4093,61,608345
1052,409,608430
391,155,608674
1313,169,608815
1038,394,609176
1737,92,609221
1001,403,609270
1100,426,609357
400,95,609638
395,78,609716
1066,432,609830
1639,91,609918
1013,375,610665
1104,399,610924
4089,41,610957
1027,429,610999
1116,426,611027
944,393,611251
3340,60,611890
453,85,611927
371,79,611950
1039,717,611989
1072,446,611990
404,104,612513
1101,432,612556
2091,88,612637
921,45,612648
4090,57,612654
1017,520,612956
1182,428,613380
1042,424,613644
1048,405,614501
405,92,615218
4109,47,615501
1023,520,615532
10,173,615826
1412,94,615997
1314,136,616001
1143,396,616181
2069,95,616190
1417,55,616307
415,119,616733
4152,83,616895
372,62,616918
3340,58,617222
398,100,617282
398,76,617732
1047,388,617747
844,78,617889
1096,429,617897
1353,156,618374
1084,429,618899
1064,398,619214
393,82,619314
624,50,619553
1038,379,619787
391,67,620022
1312,39,620103
1639,87,620303
2238,147,620632
1039,417,620644
1035,605,620671
1082,419,620856
1156,378,621012
4083,58,621122
1234,393,621441
1012,394,621923
386,84,622096
1089,396,622696
391,107,622697
1037,425,623313
1412,94,623542
635,66,623637
4092,70,623931
593,56,624153
919,100,624294
4072,35,624599
422,110,624934
395,100,625134
1175,521,625752
973,393,625931
1333,86,626255
1021,393,627063
1143,414,627237
1061,427,627429
387,52,627603
4073,371,627631
401,107,627727
4093,67,627818
1045,397,627990
1030,631,627999
1065,86,628003
1117,426,628445
393,93,628469
1109,378,628552
696,43,628559
181,105,628703
1212,406,629411
1070,415,629654
1314,191,630058
1126,403,630471
407,53,630543
1030,429,630556
4106,93,630769
2468,92,630798
1999,94,630949
4077,43,631211
2062,132,631322
1057,374,631415
404,130,631728
1001,403,631905
1131,426,632287
4094,40,632444
1722,92,632711
411,101,632901
1349,126,633109
449,117,633178
2136,139,633517
427,102,634071
1333,86,634079
2063,51,634133
1131,433,634188
463,164,634561
1317,207,634665
979,388,635050
391,86,635110
381,71,635320
2000,71,635332
1443,76,635413
1171,396,635820
2221,196,635826
2627,158,636002
1103,405,636021
4089,100,636226
2199,72,636695
4090,40,637081
4077,33,637110
1034,402,637172
928,88,637383
973,405,637741
1162,527,637788
1730,107,637798
855,47,638191
401,98,638273
1107,588,638365
1139,420,638595
1082,607,638904
390,75,639021
4084,40,639057
1115,477,639280
1140,403,639370
1316,288,639611
2468,92,639676
1078,615,639767
1078,459,640137
2062,104,640366
1050,501,640572
978,550,640790
4081,32,640883
1136,411,641177
4107,46,641188
1144,385,641617
1147,669,641900
393,122,642169
1045,479,642232
2238,157,642234
1324,200,642451
4085,58,642569
1057,89,642589
374,64,642615
2216,79,642939
1086,451,643088
1031,375,643198
4085,26,643443
1111,401,643588
392,97,643939
1443,76,644612
1000,414,645045
1722,100,645261
4086,48,645444
1186,380,645532
181,57,645584
2136,129,645730
404,102,645945
1089,402,646211
996,400,646477
1104,405,646477
409,95,646579
1030,624,646607
370,107,646904
1139,393,647063
1103,408,647784
1076,446,647841
1074,396,647863
1149,380,648046
1503,69,648080
1023,432,648105
1109,415,648715
1039,396,648810
1135,417,649266
1009,402,649576
387,100,649589
1076,404,649774
1082,607,650116
1038,394,650174
1131,377,650504
410,142,650616
1086,437,651201
1104,448,651224
181,267,651407
1176,500,651433
1101,629,651493
422,82,651858
181,202,652523
1112,410,652729
3089,46,652803
392,147,653050
373,91,653130
1078,956,653250
381,60,653283
313,18,653284
966,414,653410
4083,64,653484
1096,384,653488
378,64,653795
3810,72,653829
410,77,654150
1201,451,654189
1110,394,654195
978,429,654385
1036,414,654437
928,88,654439
390,63,654531
1126,409,654646
1171,396,654933
1031,375,655228
1102,405,655245
1079,398,655373
1140,403,655585
2000,82,655593
442,96,655914
388,67,655978
1120,406,656022
1001,421,656419
1353,436,656430
1085,400,656714
371,67,656737
1017,404,656771
404,91,656847
1109,404,657773
1033,415,657832
1048,396,657834
390,99,657919
1111,413,658014
4974,132,658060
1096,397,658065
380,80,658580
2137,79,658733
2216,108,658855
1100,408,658974
1141,393,659392
404,110,659527
1073,381,659803
1122,396,659817
1065,396,659995
408,91,660016
1115,477,660257
4080,71,660596
1072,394,660674
1133,385,660674
428,94,660847
1106,396,660978
16,136,660991
2584,147,661103
1168,428,661185
4075,63,661212
1068,426,661348
1899,50,661682
1065,500,662058
934,52,662821
1082,398,662996
1037,487,663007
1917,113,663056
1037,407,663189
1124,428,663235
4076,31,663496
2159,74,663646
9,161,663680
396,92,663779
1214,417,664003
2643,101,664075
1100,386,664177
411,79,664279
3810,48,664994
382,62,665060
4090,665,665364
407,113,665416
920,418,665692
881,118,665800
1083,395,665867
1099,616,666224
395,88,666614
1503,153,666729
382,72,666807
1315,240,666843
181,134,666947
384,111,666988
1144,470,667133
1144,407,667149
381,62,667163
961,27,667176
1109,393,667249
398,85,667441
1133,521,667826
1103,406,668199
1313,203,668313
203,165,668378
212,162,668379
2199,66,668932
1079,441,668950
1125,423,669650
1112,395,670012
1066,407,670057
967,375,670240
400,76,670437
181,145,670511
1057,443,670785
1011,76,670927
3089,46,670981
5069,56,671235
1081,371,671921
1048,403,672039
1012,414,673175
1075,412,673301
209,167,673498
42,166,673853
395,118,673888
1137,46,673936
402,100,674265
1917,90,674470
1081,396,674490
418,113,674582
4085,43,674625
411,84,675026
4974,132,675453
181,134,675610
4921,50,676073
1073,381,676185
1124,412,676591
1324,141,676742
399,94,676813
1106,396,677101
380,91,677682
411,188,677716
411,104,677950
1162,398,678096
181,60,678329
1093,414,678372
1176,621,678555
393,91,679352
4085,31,679606
1109,405,679867
4087,73,680150
410,92,680241
4074,169,680391
2771,45,680802
1006,394,681494
1140,379,682024
1078,405,682028
386,99,682031
396,94,682196
969,411,682319
2119,49,682517
313,18,682630
169,205,683010
2643,116,683263
1315,125,683497
1625,82,683568
1149,417,683661
1136,411,683876
398,78,684047
4080,51,684626
1085,427,684719
1033,508,684892
1018,434,685134
1125,422,685201
374,69,685202
4153,26,685244
90,20,685276
376,85,685596
2233,141,685617
209,174,685643
2137,92,685749
1056,442,685779
5020,70,685917
1066,377,686139
405,108,687271
393,99,687449
42,100,687565
828,72,687573
1093,405,688193
1095,407,688360
1049,429,688529
920,418,688815
1116,360,688923
403,99,689117
1317,194,689326
1147,424,689586
1139,393,689911
4078,66,689920
1114,412,690216
1097,420,690783
1162,410,691228
91,16,691409
967,396,691437
374,60,691468
1161,414,691497
1085,491,692174
382,89,692174
4090,54,692315
1189,74,692420
391,81,692473
206,161,692502
4080,138,692559
1099,429,692583
944,548,692861
1133,527,693510
990,429,693588
396,135,693662
1097,388,693741
782,84,694014
396,88,694128
4083,31,694258
1325,45,695205
1212,396,695294
1090,424,695582
1123,430,695744
4090,48,695827
1056,397,696087
1153,420,696180
2134,51,696232
954,99,696413
1177,399,696586
405,92,696643
4088,38,696670
181,162,696679
2292,70,697231
1119,377,697406
946,129,697597
2221,164,697659
1184,394,697757
425,91,697859
378,66,697998
1144,424,698433
1249,415,698624
203,181,698638
1037,379,698704
4079,66,698723
1083,406,698724
386,53,698884
1124,412,698996
181,133,699050
4081,38,699726
1065,382,699946
1441,150,700152
438,91,700561
181,174,700944
1095,396,701078
1133,420,701420
998,393,701774
382,53,701795
417,110,701889
398,94,702233
1166,421,702286
1027,396,702297
1034,403,702298
4072,49,702745
1924,105,703357
1054,423,703500
1018,429,703651
992,609,703659
1004,421,703776
2027,121,704421
1157,404,704510
450,84,704531
431,101,704598
4083,53,704622
1189,74,704909
1642,56,704922
401,101,704942
794,70,705076
1137,402,705337
392,84,705805
1172,511,705839
2584,199,706111
1161,420,706136
2584,150,706203
1314,322,706234
862,87,706664
388,78,706779
1496,53,706809
181,124,707062
1073,392,707084
1217,49,707086
1027,396,707184
4079,60,707326
405,142,707530
874,95,707835
91,24,708062
1111,595,708815
120,12,709088
1316,209,709321
391,88,709710
401,96,710060
1150,470,710805
407,94,710887
4087,30,710890
387,124,711201
377,119,711311
979,45,711529
1134,399,711535
401,96,711599
4076,30,711626
2664,49,711686
1827,35,711907
1180,371,712119
1090,414,712188
4082,90,712716
4131,28,712886
412,117,712894
1102,684,713047
387,52,713300
1000,59,713334
1087,397,713598
1140,467,714083
402,102,714154
1633,64,714169
987,29,714805
1123,400,715192
1150,424,715246
1160,385,715319
1116,393,715394
1111,935,715868
4076,37,716156
380,115,716224
1084,404,716362
1192,413,716504
1609,62,716539
399,95,716585
402,116,716633
1288,68,716734
1103,404,717360
1148,424,717539
1092,389,717631
376,58,717756
1171,530,717984
4080,40,718431
91,16,719136
394,80,719150
2766,98,719303
398,94,719379
1167,414,719568
1027,396,719655
181,104,719808
1319,209,719846
1319,150,719935
408,105,719978
1139,435,720203
1820,109,721078
1034,403,721425
1122,396,721721
1113,375,721906
181,78,721999
203,217,722015
397,115,722041
1110,408,722381
1149,407,722631
1466,76,722639
212,138,722670
878,102,722850
1058,394,722863
200,159,722995
1092,626,723209
4088,38,723363
399,83,723403
1091,376,723514
984,399,723555
1123,401,723587
1303,36,723651
881,33,724197
1017,409,724294
1096,421,724294
1140,411,724295
376,117,724305
384,69,724374
981,393,724712
386,73,724712
1004,403,724867
455,92,725203
1134,402,725254
1316,139,725570
1144,420,725739
387,73,726023
1042,385,726172
736,300,726638
379,93,727081
1312,138,727179
1169,421,727254
408,129,727393
1019,396,727416
395,126,727422
1191,464,727638
932,102,727699
4101,138,727714
1021,412,727867
1103,405,727911
405,93,727992
203,152,728067
1148,421,728140
181,165,728362
1069,426,728420
1137,396,728705
1763,45,728722
4116,132,728924
1008,89,729109
1019,415,729173
1086,398,729391
4096,50,729475
1371,33,729575
1161,397,730205
416,151,731457
91,24,731782
4087,38,731961
1151,411,732049
1075,56,732105
1092,499,732751
973,414,732752
394,55,733123
4080,47,733329
428,79,733566
411,90,734216
1167,549,734508
1102,383,734587
1110,377,734673
400,136,735168
2995,30,735337
1313,198,735350
387,102,735618
401,94,735636
1160,409,735882
379,92,735900
1056,397,735917
869,98,735918
1107,393,735999
4073,48,736293
1168,418,736328
388,90,736673
997,375,736791
1019,418,736923
4080,75,737010
4175,42,737121
997,420,737208
1053,429,737245
2935,47,737313
432,108,737525
1925,103,737667
929,99,737669
914,91,737675
1007,449,737870
1820,109,737873
392,86,737940
1076,596,738837
2440,136,738919
194,181,738924
4091,120,739459
984,397,739499
1048,397,739542
1316,150,740115
369,118,740339
1176,405,741124
200,138,741598
1064,384,741620
391,91,741965
386,70,742666
1083,1000,743089
1099,383,743550
986,433,743828
1091,405,743921
2359,32,744008
411,75,744032
1081,425,744099
4076,42,744202
1110,393,744346
2092,90,744427
4079,76,744699
1016,397,744751
1893,63,744885
377,70,744964
990,393,744973
1169,389,745005
1165,439,745054
181,186,745172
1171,435,745231
2649,35,745313
1007,391,745370
6472,96,745435
4113,78,745450
374,70,745554
1002,48,745559
1107,398,746124
1093,419,746184
999,397,746185
1127,441,746303
1011,397,746318
2354,53,746889
980,417,746900
181,103,746983
399,89,747029
1409,101,747043
1386,93,747045
1125,414,747094
1159,416,747459
2221,175,747648
1112,403,747658
391,99,747881
181,124,748145
1107,427,748190
1113,422,748338
1458,53,748471
4148,62,748879
406,98,748955
1312,205,749159
407,116,749460
1093,398,749625
377,57,749657
1125,386,749696
200,149,749881
1125,414,749929
206,217,750108
4094,45,750695
1107,375,751021
407,115,751446
2848,30,751458
