name,num_gpu,gpu_spec,creation_time
openb-pod-4328,0,,11633655
openb-pod-4329,1,V100M16|V100M32|V100M32,11633684
openb-pod-4330,1,P100,11637007
openb-pod-4331,1,T4,11638478
openb-pod-4332,1,,11639585
openb-pod-4333,1,,11640415
openb-pod-4334,1,,11641318
openb-pod-4335,1,,11643009
openb-pod-4336,1,,11643864
openb-pod-4337,1,,11643874
openb-pod-4338,1,,11644233
openb-pod-4339,1,,11644575
openb-pod-4340,1,,11644576
openb-pod-4341,1,,11645084
openb-pod-4342,1,,11645444
openb-pod-4343,1,,11646188
openb-pod-4344,1,,11646552
openb-pod-4345,1,,11646785
openb-pod-4346,1,P100,11646992
openb-pod-4347,1,G2,11647120
openb-pod-4348,1,,11647476
openb-pod-4349,1,T4,11647721
openb-pod-4350,1,,11648117
openb-pod-4351,1,,11648124
openb-pod-4352,1,,11648657
openb-pod-4353,1,,11649200
openb-pod-4354,1,,11649591
openb-pod-4355,1,,11649901
openb-pod-4356,1,,11649914
openb-pod-4357,0,,11650070
openb-pod-4358,0,,11650644
openb-pod-4359,1,T4,11651622
openb-pod-4360,1,,11652142
openb-pod-4361,1,,11652263
openb-pod-4362,1,T4,11652296
openb-pod-4363,1,P100,11652406
openb-pod-4364,1,,11652877
openb-pod-4365,1,,11656270
openb-pod-4366,1,,11656304
openb-pod-4367,0,,11656861
openb-pod-4368,1,T4,11656971
openb-pod-4369,1,,11657068
openb-pod-4370,1,,11657304
openb-pod-4371,0,,11657440
openb-pod-4372,1,T4,11659646
openb-pod-4373,1,,11659649
openb-pod-4374,1,,11659677
openb-pod-4375,1,P100,11659684
openb-pod-4376,1,,11659720
openb-pod-4377,0,,11661253
openb-pod-4378,1,,11661437
openb-pod-4379,1,,11661974
openb-pod-4380,1,,11662122
openb-pod-4381,1,T4,11663258
openb-pod-4382,1,,11663260
openb-pod-4383,1,,11664670
openb-pod-4384,1,,11664703
openb-pod-4385,1,,11664703
openb-pod-4386,1,,11666053
openb-pod-4387,0,,11669866
openb-pod-4388,1,,11669871
openb-pod-4389,1,,11670024
openb-pod-4390,1,T4,11670962
openb-pod-4391,1,,11672554
openb-pod-4392,0,,11672821
openb-pod-4393,0,,11672821
openb-pod-4394,1,P100,11672824
openb-pod-4395,1,,11673296
openb-pod-4396,0,,11673395
openb-pod-4397,0,,11673395
openb-pod-4398,0,,11673395
openb-pod-4399,1,,11673485
openb-pod-4400,1,,11673571
openb-pod-4401,1,,11673710
openb-pod-4402,1,,11675132
openb-pod-4403,1,T4,11676437
openb-pod-4404,1,T4,11678611
openb-pod-4405,1,A10|G2|T4|V100M16|V100M32,11681565
openb-pod-4406,8,G3,11683345
openb-pod-4407,1,T4,11685808
openb-pod-4408,1,,11685832
openb-pod-4409,1,,11687489
openb-pod-4410,1,,11687764
openb-pod-4411,1,,11687882
openb-pod-4412,1,,11687901
openb-pod-4413,1,,11689320
openb-pod-4414,0,,11691232
openb-pod-4415,0,,11691232
openb-pod-4416,1,,11691613
openb-pod-4417,1,,11694500
openb-pod-4418,1,T4,11694500
openb-pod-4419,1,G2,11695714
openb-pod-4420,0,,11696143
openb-pod-4421,0,,11696716
openb-pod-4422,0,,11696716
openb-pod-4423,0,,11696717
openb-pod-4424,1,T4,11698640
openb-pod-4425,1,,11701714
openb-pod-4426,1,,11701962
openb-pod-4427,1,,11703732
openb-pod-4428,1,,11704131
openb-pod-4429,1,,11704776
openb-pod-4430,1,,11704879
openb-pod-4431,0,,11706745
openb-pod-4432,1,T4,11707872
openb-pod-4433,1,T4,11708942
openb-pod-4434,1,,11709034
openb-pod-4435,1,,11709182
openb-pod-4436,1,T4,11709882
openb-pod-4437,2,,11711802
openb-pod-4438,1,,11712428
openb-pod-4439,1,,11717831
openb-pod-4440,1,,11719416
openb-pod-4441,0,,11720025
openb-pod-4442,0,,11720026
openb-pod-4443,0,,11720034
openb-pod-4444,0,,11720302
openb-pod-4445,0,,11721219
openb-pod-4446,1,,11722832
openb-pod-4447,1,A10|T4,11724207
openb-pod-4448,4,V100M16|V100M32|V100M32,11725016
openb-pod-4449,1,T4,11725414
openb-pod-4450,1,T4,11725415
openb-pod-4451,1,T4,11725452
openb-pod-4452,1,T4,11725531
openb-pod-4453,1,T4,11725570
openb-pod-4454,1,,11725984
openb-pod-4455,1,,11725984
openb-pod-4456,1,T4,11726148
openb-pod-4457,1,,11726418
openb-pod-4458,8,,11726585
openb-pod-4459,1,,11729572
openb-pod-4460,1,,11729575
openb-pod-4461,1,T4,11730157
openb-pod-4462,1,T4,11730520
openb-pod-4463,1,,11731913
openb-pod-4464,1,,11735193
openb-pod-4465,1,,11735265
openb-pod-4466,1,,11735337
openb-pod-4467,1,T4,11735395
openb-pod-4468,1,,11740986
openb-pod-4469,1,,11741433
openb-pod-4470,1,T4,11741502
openb-pod-4471,1,,11741762
openb-pod-4472,1,,11743150
openb-pod-4473,1,T4,11743185
openb-pod-4474,1,,11743185
openb-pod-4475,0,,11743204
openb-pod-4476,1,,11743225
openb-pod-4477,1,,11743553
openb-pod-4478,0,,11743779
openb-pod-4479,0,,11743779
openb-pod-4480,1,V100M16|V100M32,11744696
openb-pod-4481,1,,11744697
openb-pod-4482,1,,11744736
openb-pod-4483,1,G2,11745793
openb-pod-4484,1,G2,11745793
openb-pod-4485,0,,11748594
openb-pod-4486,1,,11753681
openb-pod-4487,1,T4,11753761
openb-pod-4488,1,G2,11754553
openb-pod-4489,1,,11755356
openb-pod-4490,1,P100|V100M16|V100M32,11756531
openb-pod-4491,1,,11756567
openb-pod-4492,1,G2,11756568
openb-pod-4493,1,,11756569
openb-pod-4494,1,T4,11756569
openb-pod-4495,1,,11756570
openb-pod-4496,1,,11756604
openb-pod-4497,1,,11756685
openb-pod-4498,1,,11756733
openb-pod-4499,1,T4,11761026
openb-pod-4500,1,,11765800
openb-pod-4501,0,,11767107
openb-pod-4502,0,,11767677
openb-pod-4503,1,,11771649
openb-pod-4504,1,T4,11777194
openb-pod-4505,0,,11777614
openb-pod-4506,0,,11777808
openb-pod-4507,1,,11781025
openb-pod-4508,1,G2|P100|T4|V100M16|V100M32,11781153
openb-pod-4509,1,,11781741
openb-pod-4510,1,,11784348
openb-pod-4511,1,,11785026
openb-pod-4512,1,,11786358
openb-pod-4513,0,,11789851
openb-pod-4514,0,,11789852
openb-pod-4515,1,T4,11790379
openb-pod-4516,0,,11790434
openb-pod-4517,1,,11798952
openb-pod-4518,1,,11799216
openb-pod-4519,1,,11806295
openb-pod-4520,0,,11806438
openb-pod-4521,0,,11806440
openb-pod-4522,1,T4,11809453
openb-pod-4523,1,,11809917
openb-pod-4524,1,,11810345
openb-pod-4525,1,,11810942
openb-pod-4526,1,G2|P100|T4|V100M16|V100M32,11811468
openb-pod-4527,0,,11811762
openb-pod-4528,1,,11811767
openb-pod-4529,1,,11811770
openb-pod-4530,1,,11811816
openb-pod-4531,1,,11812511
openb-pod-4532,1,T4,11813094
openb-pod-4533,0,,11813182
openb-pod-4534,1,P100,11813382
openb-pod-4535,1,,11813959
openb-pod-4536,1,,11814212
openb-pod-4537,1,,11814247
openb-pod-4538,0,,11814331
openb-pod-4539,1,,11814336
openb-pod-4540,1,,11814525
openb-pod-4541,1,,11814525
openb-pod-4542,1,T4,11814528
openb-pod-4543,1,,11814531
openb-pod-4544,1,G2,11814569
openb-pod-4545,1,,11814597
openb-pod-4546,1,T4,11814683
openb-pod-4547,1,,11815057
openb-pod-4548,1,V100M16|V100M32,11815160
openb-pod-4549,0,,11815527
openb-pod-4550,1,T4,11815751
openb-pod-4551,1,,11815888
openb-pod-4552,1,,11816046
openb-pod-4553,1,,11816308
openb-pod-4554,0,,11816546
openb-pod-4555,1,T4,11817488
openb-pod-4556,1,P100|V100M16|V100M32,11817489
openb-pod-4557,1,T4,11817493
openb-pod-4558,1,P100|V100M16|V100M32,11817517
openb-pod-4559,1,,11817565
openb-pod-4560,0,,11817629
openb-pod-4561,1,G2,11817630
openb-pod-4562,1,V100M16|V100M32,11817632
openb-pod-4563,0,,11817664
openb-pod-4564,0,,11817664
openb-pod-4565,1,,11817727
openb-pod-4566,1,V100M16|V100M32,11817729
openb-pod-4567,1,,11817789
openb-pod-4568,1,V100M16|V100M32,11817790
openb-pod-4569,1,T4,11817854
openb-pod-4570,1,,11818453
openb-pod-4571,1,P100,11818455
openb-pod-4572,1,,11818642
openb-pod-4573,1,,11818644
openb-pod-4574,1,,11818675
openb-pod-4575,1,,11819385
openb-pod-4576,1,G3,11819948
openb-pod-4577,0,,11819979
openb-pod-4578,1,T4,11820079
openb-pod-4579,1,T4,11820096
openb-pod-4580,1,T4,11820181
openb-pod-4581,1,T4,11820238
openb-pod-4582,1,,11820286
openb-pod-4583,1,,11820326
openb-pod-4584,1,P100,11820327
openb-pod-4585,1,P100,11820382
openb-pod-4586,1,,11820433
openb-pod-4587,1,,11820645
openb-pod-4588,1,T4,11820743
openb-pod-4589,0,,11821371
openb-pod-4590,1,,11821457
openb-pod-4591,1,,11821544
openb-pod-4592,1,,11821598
openb-pod-4593,1,,11822436
openb-pod-4594,1,P100,11822682
openb-pod-4595,1,,11823513
openb-pod-4596,1,,11823937
openb-pod-4597,1,,11826575
openb-pod-4598,1,,11826753
openb-pod-4599,1,T4,11826864
openb-pod-4600,1,,11826872
openb-pod-4601,1,P100|V100M16|V100M32,11826901
openb-pod-4602,1,,11826974
openb-pod-4603,1,G2,11827690
openb-pod-4604,1,T4,11828474
openb-pod-4605,1,T4,11828590
openb-pod-4606,1,G2,11828682
openb-pod-4607,1,,11828684
openb-pod-4608,1,T4,11828803
openb-pod-4609,1,,11828869
openb-pod-4610,1,,11828906
openb-pod-4611,1,,11829087
openb-pod-4612,1,,11829145
openb-pod-4613,1,,11829849
openb-pod-4614,1,,11829866
openb-pod-4615,1,,11830306
openb-pod-4616,0,,11830519
openb-pod-4617,1,,11830763
openb-pod-4618,1,,11830867
openb-pod-4619,1,,11831607
openb-pod-4620,1,,11831649
openb-pod-4621,1,,11832538
openb-pod-4622,1,T4,11832695
openb-pod-4623,1,,11832695
openb-pod-4624,1,T4,11833215
openb-pod-4625,1,G3,11833283
openb-pod-4626,1,,11833455
openb-pod-4627,1,,11833733
openb-pod-4628,1,,11833907
openb-pod-4629,1,,11834245
openb-pod-4630,1,T4,11834589
openb-pod-4631,1,,11834608
openb-pod-4632,1,,11835099
openb-pod-4633,1,G2,11835156
openb-pod-4634,1,,11835172
openb-pod-4635,1,G2,11835303
openb-pod-4636,1,,11835308
openb-pod-4637,1,,11835454
openb-pod-4638,1,P100,11835560
openb-pod-4639,1,,11835682
openb-pod-4640,1,G3,11835689
openb-pod-4641,1,T4,11835689
openb-pod-4642,1,,11835691
openb-pod-4643,1,T4,11835731
openb-pod-4644,1,,11835749
openb-pod-4645,1,,11835770
openb-pod-4646,1,,11835851
openb-pod-4647,1,,11835985
openb-pod-4648,1,T4,11836115
openb-pod-4649,1,,11836437
openb-pod-4650,0,,11836505
openb-pod-4651,0,,11836506
openb-pod-4652,0,,11837081
openb-pod-4653,1,,11837262
openb-pod-4654,0,,11837656
openb-pod-4655,1,P100,11837738
openb-pod-4656,1,G2,11838043
openb-pod-4657,1,,11838173
openb-pod-4658,1,,11838246
openb-pod-4659,1,,11838713
openb-pod-4660,1,T4,11838844
openb-pod-4661,1,T4,11839411
openb-pod-4662,1,,11839585
openb-pod-4663,1,,11839833
openb-pod-4664,1,,11839837
openb-pod-4665,1,,11839991
openb-pod-4666,1,,11840018
openb-pod-4667,1,,11840057
openb-pod-4668,1,P100,11840187
openb-pod-4669,1,,11840331
openb-pod-4670,1,,11840331
openb-pod-4671,1,,11840675
openb-pod-4672,1,,11840956
openb-pod-4673,1,V100M16|V100M32,11840957
openb-pod-4674,1,V100M16|V100M32|V100M32,11841027
openb-pod-4675,1,T4,11841323
openb-pod-4676,1,G2,11841324
openb-pod-4677,1,V100M16|V100M32,11841600
openb-pod-4678,1,V100M16|V100M32,11841601
openb-pod-4679,1,T4,11841637
openb-pod-4680,1,T4,11842456
openb-pod-4681,1,,11842459
openb-pod-4682,1,,11842495
openb-pod-4683,1,,11843059
openb-pod-4684,1,,11843104
openb-pod-4685,0,,11843389
openb-pod-4686,1,,11843509
openb-pod-4687,1,,11843984
openb-pod-4688,1,,11843987
openb-pod-4689,1,T4,11845115
openb-pod-4690,1,,11845665
openb-pod-4691,1,,11846749
openb-pod-4692,1,,11846917
openb-pod-4693,1,,11846927
openb-pod-4694,1,T4,11847410
openb-pod-4695,1,G2,11847454
openb-pod-4696,1,,11847638
openb-pod-4697,1,,11847680
openb-pod-4698,1,P100,11847733
openb-pod-4699,1,T4,11847921
openb-pod-4700,1,,11847923
openb-pod-4701,1,T4,11847952
openb-pod-4702,1,T4,11847954
openb-pod-4703,1,,11848618
openb-pod-4704,1,T4,11848623
openb-pod-4705,1,,11848624
openb-pod-4706,1,T4,11848625
openb-pod-4707,1,,11848656
openb-pod-4708,1,,11848659
openb-pod-4709,1,T4,11848974
openb-pod-4710,1,,11849937
openb-pod-4711,1,,11849939
openb-pod-4712,1,,11850000
openb-pod-4713,1,,11850514
openb-pod-4714,1,T4,11851030
openb-pod-4715,1,T4,11851089
openb-pod-4716,1,,11851176
openb-pod-4717,1,T4,11852265
openb-pod-4718,1,,11852367
openb-pod-4719,1,,11852367
openb-pod-4720,1,V100M16|V100M32,11852367
openb-pod-4721,0,,11853148
openb-pod-4722,1,,11853154
openb-pod-4723,0,,11853218
openb-pod-4724,1,T4,11853330
openb-pod-4725,8,,11853790
openb-pod-4726,1,G2,11853962
openb-pod-4727,8,G3,11855076
openb-pod-4728,1,,11855311
openb-pod-4729,1,,11855976
openb-pod-4730,1,,11856142
openb-pod-4731,1,V100M32,11856143
openb-pod-4732,1,,11856145
openb-pod-4733,1,,11856158
openb-pod-4734,1,T4,11856170
openb-pod-4735,1,,11856276
openb-pod-4736,1,G2,11856340
openb-pod-4737,1,T4,11857149
openb-pod-4738,1,G3,11857207
openb-pod-4739,1,T4,11857231
openb-pod-4740,1,,11857383
openb-pod-4741,1,,11857663
openb-pod-4742,1,,11857852
openb-pod-4743,1,,11858477
openb-pod-4744,1,G3,11859873
openb-pod-4745,1,,11860004
openb-pod-4746,0,,11860314
openb-pod-4747,1,,11860785
openb-pod-4748,0,,11860887
openb-pod-4749,1,T4,11861727
openb-pod-4750,0,,11863756
openb-pod-4751,0,,11864021
openb-pod-4752,0,,11864027
openb-pod-4753,0,,11864029
openb-pod-4754,1,,11864495
openb-pod-4755,1,G3,11866897
openb-pod-4756,1,,11867516
openb-pod-4757,1,,11867542
openb-pod-4758,1,,11867568
openb-pod-4759,1,T4,11867568
openb-pod-4760,1,T4,11867568
openb-pod-4761,1,,11868457
openb-pod-4762,1,G3,11869033
openb-pod-4763,1,G2,11869272
openb-pod-4764,1,T4,11870187
openb-pod-4765,1,,11872537
openb-pod-4766,1,,11874250
openb-pod-4767,1,P100,11874937
openb-pod-4768,1,G2,11878032
openb-pod-4769,1,,11882674
openb-pod-4770,0,,11884039
openb-pod-4771,0,,11884039
openb-pod-4772,1,P100,11888075
openb-pod-4773,1,,11888766
openb-pod-4774,1,,11889815
openb-pod-4775,1,,11889815
openb-pod-4776,1,,11892119
openb-pod-4777,0,,11892845
openb-pod-4778,1,,11893941
openb-pod-4779,1,T4,11894420
openb-pod-4780,1,,11894543
openb-pod-4781,1,,11896384
openb-pod-4782,1,,11897695
openb-pod-4783,1,,11897893
openb-pod-4784,1,T4,11898242
openb-pod-4785,1,,11898246
openb-pod-4786,1,,11898490
openb-pod-4787,1,,11899691
openb-pod-4788,1,T4,11900666
openb-pod-4789,1,,11901562
openb-pod-4790,1,,11902347
openb-pod-4791,1,,11902717
openb-pod-4792,1,,11902742
openb-pod-4793,1,T4,11902742
openb-pod-4794,1,T4,11902849
openb-pod-4795,1,,11903021
openb-pod-4796,1,,11903040
openb-pod-4797,1,,11903655
openb-pod-4798,1,,11903885
openb-pod-4799,1,,11904064
openb-pod-4800,1,T4,11904268
openb-pod-4801,1,,11904721
openb-pod-4802,1,T4,11904731
openb-pod-4803,1,,11904769
openb-pod-4804,1,,11904776
openb-pod-4805,1,,11905093
openb-pod-4806,1,,11905202
openb-pod-4807,1,,11905324
openb-pod-4808,1,,11905346
openb-pod-4809,1,,11905484
openb-pod-4810,1,,11905503
openb-pod-4811,1,,11906357
openb-pod-4812,1,,11906372
openb-pod-4813,1,P100,11906529
openb-pod-4814,1,,11906578
openb-pod-4815,1,,11906648
openb-pod-4816,1,,11906716
openb-pod-4817,0,,11906719
openb-pod-4818,1,T4,11906809
openb-pod-4819,0,,11906844
openb-pod-4820,1,T4,11906854
openb-pod-4821,1,,11907151
openb-pod-4822,1,T4,11907156
openb-pod-4823,1,,11907161
openb-pod-4824,1,,11907180
openb-pod-4825,0,,11907181
openb-pod-4826,1,G2,11907199
openb-pod-4827,1,,11907206
openb-pod-4828,1,,11907219
openb-pod-4829,1,T4,11907260
openb-pod-4830,1,,11907359
openb-pod-4831,1,,11907577
openb-pod-4832,1,,11907760
openb-pod-4833,0,,11907942
openb-pod-4834,0,,11908647
openb-pod-4835,0,,11908647
openb-pod-4836,1,,11909278
openb-pod-4837,1,,11909435
openb-pod-4838,1,,11909762
openb-pod-4839,1,,11909898
openb-pod-4840,1,T4,11910028
openb-pod-4841,1,,11910031
openb-pod-4842,1,,11910667
openb-pod-4843,1,,11910672
openb-pod-4844,1,,11910750
openb-pod-4845,0,,11911103
openb-pod-4846,1,T4,11911186
openb-pod-4847,1,,11911186
openb-pod-4848,1,,11911261
openb-pod-4849,1,G2,11912665
openb-pod-4850,1,,11912758
openb-pod-4851,1,,11913177
openb-pod-4852,1,,11913406
openb-pod-4853,1,,11913464
openb-pod-4854,1,T4,11913558
openb-pod-4855,1,,11913583
openb-pod-4856,1,,11913779
openb-pod-4857,1,G2,11913838
openb-pod-4858,1,,11914032
openb-pod-4859,1,P100,11914328
openb-pod-4860,1,,11914356
openb-pod-4861,1,,11914361
openb-pod-4862,1,,11914881
openb-pod-4863,1,G2,11915052
openb-pod-4864,1,,11915459
openb-pod-4865,1,,11916181
openb-pod-4866,1,,11916640
openb-pod-4867,1,A10|G2|T4|V100M16|V100M32,11916641
openb-pod-4868,1,,11917579
openb-pod-4869,1,,11917753
openb-pod-4870,1,,11918210
openb-pod-4871,1,,11918377
openb-pod-4872,1,,11919723
openb-pod-4873,1,,11920139
openb-pod-4874,1,,11920190
openb-pod-4875,1,,11920288
openb-pod-4876,1,P100,11920397
openb-pod-4877,1,,11920619
openb-pod-4878,1,T4,11920878
openb-pod-4879,1,,11921015
openb-pod-4880,1,T4,11921062
openb-pod-4881,1,,11921065
openb-pod-4882,1,,11921106
openb-pod-4883,1,T4,11921473
openb-pod-4884,1,T4,11921845
openb-pod-4885,0,,11922047
openb-pod-4886,1,,11922578
openb-pod-4887,1,,11923023
openb-pod-4888,1,V100M32,11923169
openb-pod-4889,0,,11923409
openb-pod-4890,0,,11923586
openb-pod-4891,1,V100M16|V100M32,11924519
openb-pod-4892,1,,11925554
openb-pod-4893,1,,11925603
openb-pod-4894,1,,11925606
openb-pod-4895,8,,11925636
openb-pod-4896,1,,11925653
openb-pod-4897,1,,11925659
openb-pod-4898,1,,11925774
openb-pod-4899,1,,11925775
openb-pod-4900,1,T4,11926464
openb-pod-4901,1,G2,11926548
openb-pod-4902,1,T4,11926580
openb-pod-4903,1,,11926951
openb-pod-4904,1,,11927040
openb-pod-4905,1,,11927961
openb-pod-4906,1,P100|V100M16|V100M32,11928211
openb-pod-4907,1,,11928527
openb-pod-4908,1,,11928610
openb-pod-4909,1,P100|V100M16|V100M32,11928743
openb-pod-4910,1,V100M16|V100M32,11928792
openb-pod-4911,1,,11928793
openb-pod-4912,1,,11928802
openb-pod-4913,1,,11928884
openb-pod-4914,1,,11930080
openb-pod-4915,1,,11930130
openb-pod-4916,1,T4,11930296
openb-pod-4917,1,,11930472
openb-pod-4918,1,T4,11930517
openb-pod-4919,1,T4,11930571
openb-pod-4920,0,,11931262
openb-pod-4921,0,,11931262
openb-pod-4922,1,G2,11931412
openb-pod-4923,1,P100,11931730
openb-pod-4924,0,,11932199
openb-pod-4925,0,,11932200
openb-pod-4926,1,,11932418
openb-pod-4927,1,P100,11933029
openb-pod-4928,1,,11933176
openb-pod-4929,1,,11933428
openb-pod-4930,1,G2,11933564
openb-pod-4931,0,,11933936
openb-pod-4932,0,,11934144
openb-pod-4933,1,,11934194
openb-pod-4934,1,,11934334
openb-pod-4935,1,,11934397
openb-pod-4936,1,,11934513
openb-pod-4937,1,,11934607
openb-pod-4938,1,T4,11935364
openb-pod-4939,1,,11935530
openb-pod-4940,1,,11935673
openb-pod-4941,1,,11935768
openb-pod-4942,1,,11936423
openb-pod-4943,0,,11936457
openb-pod-4944,1,,11936563
openb-pod-4945,1,,11936661
openb-pod-4946,1,,11936716
openb-pod-4947,1,T4,11936811
openb-pod-4948,1,,11937019
openb-pod-4949,1,,11937392
openb-pod-4950,1,,11937972
openb-pod-4951,1,T4,11938064
openb-pod-4952,1,,11938716
openb-pod-4953,1,,11938752
openb-pod-4954,1,,11938796
openb-pod-4955,1,,11938838
openb-pod-4956,1,,11939383
openb-pod-4957,1,,11939384
openb-pod-4958,0,,11939805
openb-pod-4959,1,,11942641
openb-pod-4960,1,,11942699
openb-pod-4961,1,P100|V100M16|V100M32,11942700
openb-pod-4962,1,,11942700
openb-pod-4963,1,,11946279
openb-pod-4964,1,,11946455
openb-pod-4965,1,,11946988
openb-pod-4966,1,,11947213
openb-pod-4967,1,,11949334
openb-pod-4968,1,,11949489
openb-pod-4969,1,V100M16|V100M32|V100M32,11949519
openb-pod-4970,1,P100,11949604
openb-pod-4971,1,T4,11949690
openb-pod-4972,0,,11950463
openb-pod-4973,0,,11950469
openb-pod-4974,1,V100M16|V100M32,11950636
openb-pod-4975,1,,11950649
openb-pod-4976,1,A10|G2|T4|V100M16|V100M32,11950682
openb-pod-4977,1,V100M16|V100M32,11950739
openb-pod-4978,0,,11950804
openb-pod-4979,1,,11951505
openb-pod-4980,1,T4,11951613
openb-pod-4981,1,,11951724
openb-pod-4982,1,T4,11951902
openb-pod-4983,1,,11953181
openb-pod-4984,1,,11953360
openb-pod-4985,0,,11955433
openb-pod-4986,0,,11955434
openb-pod-4987,0,,11957093
openb-pod-4988,1,T4,11959393
openb-pod-4989,1,G3,11962955
openb-pod-4990,1,,11964340
openb-pod-4991,1,,11964879
openb-pod-4992,1,,11965055
openb-pod-4993,1,T4,11971714
openb-pod-4994,1,,11977991
openb-pod-4995,0,,11979239
openb-pod-4996,0,,11979258
openb-pod-4997,1,T4,11979677
openb-pod-4998,0,,11979976
openb-pod-4999,0,,11979977
openb-pod-5000,1,,11980535
openb-pod-5001,0,,11980552
openb-pod-5002,1,,11981652
openb-pod-5003,1,P100,11981661
openb-pod-5004,1,,11982223
openb-pod-5005,1,,11982472
openb-pod-5006,1,,11982474
openb-pod-5007,1,,11982620
openb-pod-5008,1,P100|V100M16|V100M32,11982927
openb-pod-5009,1,T4,11983002
openb-pod-5010,1,T4,11983025
openb-pod-5011,1,,11983287
openb-pod-5012,1,T4,11984343
openb-pod-5013,1,T4,11984376
openb-pod-5014,1,,11984455
openb-pod-5015,1,T4,11984493
openb-pod-5016,1,,11984498
openb-pod-5017,1,P100,11984555
openb-pod-5018,1,,11984677
openb-pod-5019,1,,11985241
openb-pod-5020,1,,11986187
openb-pod-5021,1,T4,11986558
openb-pod-5022,1,,11986916
openb-pod-5023,1,T4,11987116
openb-pod-5024,1,,11987505
openb-pod-5025,1,T4,11987556
openb-pod-5026,1,,11987584
openb-pod-5027,1,,11987613
openb-pod-5028,1,,11987650
openb-pod-5029,1,,11987699
openb-pod-5030,1,,11987742
openb-pod-5031,1,,11987836
openb-pod-5032,1,P100,11989180
openb-pod-5033,8,G2,11989417
openb-pod-5034,1,,11989866
openb-pod-5035,1,,11989920
openb-pod-5036,1,,11989974
openb-pod-5037,1,,11990290
openb-pod-5038,2,,11990296
openb-pod-5039,1,,11990406
openb-pod-5040,1,T4,11990680
openb-pod-5041,1,,11990681
openb-pod-5042,1,,11990797
openb-pod-5043,1,P100,11991997
openb-pod-5044,1,T4,11992122
openb-pod-5045,1,P100,11992126
openb-pod-5046,1,P100,11992210
openb-pod-5047,1,,11992226
openb-pod-5048,1,,11992394
openb-pod-5049,1,,11992397
openb-pod-5050,1,,11992619
openb-pod-5051,1,T4,11992625
openb-pod-5052,1,T4,11993199
openb-pod-5053,1,T4,11993551
openb-pod-5054,1,,11994319
openb-pod-5055,1,T4,11994419
openb-pod-5056,1,,11994451
openb-pod-5057,1,,11994478
openb-pod-5058,1,,11994843
openb-pod-5059,1,T4,11995067
openb-pod-5060,1,P100|V100M16|V100M32,11995425
openb-pod-5061,1,,11996641
openb-pod-5062,1,,11996775
openb-pod-5063,1,P100,11996978
openb-pod-5064,1,,11997006
openb-pod-5065,1,,11997128
openb-pod-5066,1,,11997165
openb-pod-5067,1,P100|V100M16|V100M32,11997214
openb-pod-5068,1,T4,11997328
openb-pod-5069,1,,11997398
openb-pod-5070,1,,11997635
openb-pod-5071,1,V100M16|V100M32,11998943
openb-pod-5072,1,P100|V100M16|V100M32,11999071
openb-pod-5073,1,,11999101
openb-pod-5074,1,T4,11999620
openb-pod-5075,1,,12000287
openb-pod-5076,1,,12000332
openb-pod-5077,1,,12000385
openb-pod-5078,1,T4,12000510
openb-pod-5079,1,,12000511
openb-pod-5080,1,,12000541
openb-pod-5081,1,,12000569
openb-pod-5082,1,,12000600
openb-pod-5083,1,G2,12001087
openb-pod-5084,1,,12001136
openb-pod-5085,0,,12001169
openb-pod-5086,1,,12001774
openb-pod-5087,1,,12001841
openb-pod-5088,1,A10|G2|T4|V100M16|V100M32,12001925
openb-pod-5089,1,V100M16|V100M32,12001951
openb-pod-5090,1,G2|P100|T4|V100M16|V100M32,12001952
openb-pod-5091,1,,12001953
openb-pod-5092,0,,12003298
openb-pod-5093,1,T4,12003373
openb-pod-5094,1,,12004493
openb-pod-5095,1,T4,12004555
openb-pod-5096,0,,12004681
openb-pod-5097,1,,12005315
openb-pod-5098,1,T4,12005370
openb-pod-5099,1,,12005372
openb-pod-5100,1,,12005640
openb-pod-5101,0,,12005676
openb-pod-5102,0,,12005711
openb-pod-5103,0,,12005738
openb-pod-5104,1,,12005738
openb-pod-5105,1,G2,12005820
openb-pod-5106,1,,12006128
openb-pod-5107,1,,12006175
openb-pod-5108,1,,12006340
openb-pod-5109,1,,12006624
openb-pod-5110,1,,12007860
openb-pod-5111,1,,12007895
openb-pod-5112,1,A10|G2|T4|V100M16|V100M32,12008826
openb-pod-5113,1,,12008853
openb-pod-5114,1,,12008909
openb-pod-5115,1,G2,12009117
openb-pod-5116,1,T4,12009283
openb-pod-5117,1,,12009955
openb-pod-5118,1,,12010293
openb-pod-5119,1,,12010439
openb-pod-5120,1,,12010441
openb-pod-5121,1,,12010694
openb-pod-5122,1,,12010740
openb-pod-5123,1,,12010802
openb-pod-5124,1,,12010906
openb-pod-5125,1,,12011032
openb-pod-5126,1,T4,12011501
openb-pod-5127,1,,12011514
openb-pod-5128,1,,12011543
openb-pod-5129,1,,12011591
openb-pod-5130,1,,12011592
openb-pod-5131,1,,12011675
openb-pod-5132,1,G2,12011768
openb-pod-5133,1,,12011810
openb-pod-5134,1,T4,12011854
openb-pod-5135,1,,12011922
openb-pod-5136,1,,12012178
openb-pod-5137,1,,12012218
openb-pod-5138,1,T4,12012253
openb-pod-5139,1,T4,12012507
openb-pod-5140,1,,12012666
openb-pod-5141,1,T4,12013113
openb-pod-5142,1,,12013115
openb-pod-5143,1,,12013240
openb-pod-5144,1,,12013462
