instance_sn,role,app_name,creation_time,gpu_request
instance_12383,CN,app_20,1194829.0,0
instance_12384,CN,app_20,1194829.0,0
instance_12385,CN,app_20,1194829.0,0
instance_12386,CN,app_19,1194829.0,0
instance_12387,CN,app_2,1194830.0,0
instance_12388,CN,app_19,1194829.0,0
instance_12389,CN,app_18,1194829.0,0
instance_12390,CN,app_2,1194830.0,0
instance_12391,CN,app_2,1194830.0,0
instance_12392,CN,app_2,1194830.0,0
instance_12393,CN,app_93,1194831.0,0
instance_12394,CN,app_20,1194831.0,0
instance_12395,CN,app_20,1194918.0,0
instance_12396,CN,app_104,1195160.0,0
instance_12397,CN,app_87,1195310.0,0
instance_12398,CN,app_87,1195522.0,0
instance_12399,CN,app_87,1195545.0,0
instance_12400,CN,app_87,1195640.0,0
instance_12401,CN,app_87,1195670.0,0
instance_12402,CN,app_54,1195792.0,0
instance_12403,CN,app_87,1195911.0,0
instance_12404,CN,app_87,1196300.0,0
instance_12405,CN,app_35,1196537.0,0
instance_12406,HN,app_24,1196608.0,1
instance_12407,HN,app_22,1196608.0,1
instance_12408,HN,app_24,1196608.0,1
instance_12409,HN,app_49,1196608.0,1
instance_12410,HN,app_126,1196608.0,1
instance_12411,HN,app_22,1196608.0,1
instance_12412,HN,app_22,1196608.0,1
instance_12413,HN,app_19,1196608.0,1
instance_12414,HN,app_23,1196608.0,1
instance_12415,HN,app_26,1196608.0,1
instance_12416,HN,app_23,1196609.0,1
instance_12417,HN,app_37,1196608.0,1
instance_12418,HN,app_37,1196608.0,1
instance_12419,HN,app_23,1196609.0,1
instance_12420,HN,app_23,1196609.0,1
instance_12421,HN,app_23,1196609.0,1
instance_12422,HN,app_27,1196609.0,1
instance_12423,HN,app_62,1196611.0,1
instance_12424,HN,app_62,1196611.0,1
instance_12425,HN,app_62,1196611.0,1
instance_12426,CN,app_19,1196810.0,0
instance_12427,CN,app_34,1196811.0,0
instance_12428,CN,app_87,1196960.0,0
instance_12429,CN,app_87,1197350.0,0
instance_12430,CN,app_42,1197675.0,0
instance_12431,CN,app_87,1197830.0,0
instance_12432,CN,app_19,1197950.0,0
instance_12433,CN,app_2,1197951.0,0
instance_12434,CN,app_22,1198568.0,0
instance_12435,CN,app_37,1199857.0,0
instance_12436,CN,app_20,1200661.0,0
instance_12437,CN,app_20,1200661.0,0
instance_12438,CN,app_93,1200661.0,0
instance_12439,CN,app_18,1200661.0,0
instance_12440,CN,app_20,1200661.0,0
instance_12441,CN,app_19,1200660.0,0
instance_12442,CN,app_104,1200660.0,0
instance_12443,CN,app_20,1200661.0,0
instance_12444,CN,app_2,1200661.0,0
instance_12445,CN,app_19,1200661.0,0
instance_12446,CN,app_20,1200661.0,0
instance_12447,CN,app_2,1200661.0,0
instance_12448,CN,app_2,1200661.0,0
instance_12449,CN,app_2,1200662.0,0
instance_12450,CN,app_87,1200823.0,0
instance_12451,CN,app_20,1200919.0,0
instance_12452,CN,app_87,1201050.0,0
instance_12453,CN,app_87,1201140.0,0
instance_12454,CN,app_87,1201170.0,0
instance_12455,CN,app_87,1201351.0,0
instance_12456,CN,app_87,1201471.0,0
instance_12457,CN,app_87,1201681.0,0
instance_12458,CN,app_79,1201713.0,0
instance_12459,CN,app_87,1201831.0,0
instance_12460,CN,app_87,1201861.0,0
instance_12461,CN,app_87,1201922.0,0
instance_12462,HN,app_49,1202119.0,1
instance_12463,HN,app_24,1202120.0,1
instance_12464,HN,app_24,1202120.0,1
instance_12465,HN,app_22,1202121.0,1
instance_12466,HN,app_22,1202121.0,1
instance_12467,HN,app_22,1202121.0,1
instance_12468,CN,app_87,1202134.0,0
instance_12469,CN,app_87,1202311.0,0
instance_12470,CN,app_87,1202875.0,0
instance_12471,CN,app_0,1202875.0,0
instance_12472,CN,app_0,1202875.0,0
instance_12473,CN,app_18,1202881.0,0
instance_12474,CN,app_19,1202881.0,0
instance_12475,CN,app_20,1202971.0,0
instance_12476,CN,app_2,1204592.0,0
instance_12477,CN,app_20,1204594.0,0
instance_12478,CN,app_35,1206406.0,0
instance_12479,CN,app_20,1206791.0,0
instance_12480,CN,app_20,1206790.0,0
instance_12481,CN,app_20,1206790.0,0
instance_12482,CN,app_20,1206791.0,0
instance_12483,CN,app_20,1206791.0,0
instance_12484,CN,app_93,1206792.0,0
instance_12485,CN,app_2,1206791.0,0
instance_12486,CN,app_2,1206790.0,0
instance_12487,CN,app_2,1206792.0,0
instance_12488,CN,app_49,1206791.0,0
instance_12489,CN,app_87,1207120.0,0
instance_12490,CN,app_87,1207450.0,0
instance_12491,CN,app_87,1207539.0,0
instance_12492,CN,app_87,1207540.0,0
instance_12493,CN,app_87,1207600.0,0
instance_12494,CN,app_87,1207630.0,0
instance_12495,CN,app_87,1207630.0,0
instance_12496,HN,app_62,1207636.0,1
instance_12497,HN,app_22,1207636.0,1
instance_12498,HN,app_126,1207635.0,1
instance_12499,HN,app_62,1207636.0,1
instance_12500,CN,app_87,1207693.0,0
instance_12501,CN,app_87,1207780.0,0
instance_12502,CN,app_87,1207780.0,0
instance_12503,CN,app_54,1207991.0,0
instance_12504,CN,app_87,1208051.0,0
instance_12505,CN,app_87,1208320.0,0
instance_12506,HN,app_20,1208378.0,1
instance_12507,CN,app_20,1208501.0,0
instance_12508,CN,app_2,1208501.0,0
instance_12509,HN,app_114,1209153.0,1
instance_12510,CN,app_19,1209340.0,0
instance_12511,CN,app_20,1209340.0,0
instance_12512,CN,app_18,1209340.0,0
instance_12513,CN,app_19,1209552.0,0
instance_12514,CN,app_35,1209905.0,0
instance_12515,CN,app_87,1210390.0,0
instance_12516,HN,app_24,1213156.0,1
instance_12517,HN,app_62,1213158.0,1
instance_12518,CN,app_93,1213558.0,0
instance_12519,CN,app_0,1213557.0,0
instance_12520,CN,app_0,1213557.0,0
instance_12521,CN,app_20,1213557.0,0
instance_12522,CN,app_20,1213557.0,0
instance_12523,CN,app_27,1213558.0,0
instance_12524,CN,app_20,1213557.0,0
instance_12525,CN,app_20,1213558.0,0
instance_12526,CN,app_20,1213557.0,0
instance_12527,CN,app_20,1213557.0,0
instance_12528,CN,app_2,1213558.0,0
instance_12529,CN,app_2,1213558.0,0
instance_12530,CN,app_2,1213558.0,0
instance_12531,CN,app_2,1213558.0,0
instance_12532,CN,app_19,1213557.0,0
instance_12533,CN,app_2,1213558.0,0
instance_12534,CN,app_19,1213557.0,0
instance_12535,CN,app_0,1213831.0,0
instance_12536,CN,app_0,1213872.0,0
instance_12537,CN,app_87,1213887.0,0
instance_12538,CN,app_87,1213946.0,0
instance_12539,CN,app_44,1214018.0,0
instance_12540,CN,app_87,1214067.0,0
instance_12541,CN,app_20,1214093.0,0
instance_12542,CN,app_23,1214098.0,0
instance_12543,CN,app_87,1214367.0,0
instance_12544,CN,app_87,1214517.0,0
instance_12545,CN,app_87,1214637.0,0
instance_12546,HN,app_73,1214644.0,1
instance_12547,CN,app_87,1214817.0,0
instance_12548,CN,app_87,1214907.0,0
instance_12549,HN,app_20,1214911.0,1
instance_12550,CN,app_20,1215237.0,0
instance_12551,CN,app_87,1215270.0,0
instance_12552,CN,app_87,1215387.0,0
instance_12553,CN,app_2,1215509.0,0
instance_12554,HN,app_114,1215568.0,1
instance_12555,CN,app_20,1215987.0,0
instance_12556,CN,app_2,1215989.0,0
instance_12557,CN,app_107,1216116.0,0
instance_12558,CN,app_2,1216801.0,0
instance_12559,CN,app_35,1217904.0,0
instance_12560,HN,app_24,1218678.0,1
instance_12561,HN,app_22,1218678.0,1
instance_12562,HN,app_62,1218678.0,1
instance_12563,HN,app_62,1218679.0,1
instance_12564,CN,app_20,1220450.0,0
instance_12565,CN,app_20,1220450.0,0
instance_12566,CN,app_20,1220450.0,0
instance_12567,CN,app_20,1220450.0,0
instance_12568,CN,app_20,1220450.0,0
instance_12569,CN,app_20,1220450.0,0
instance_12570,CN,app_93,1220451.0,0
instance_12571,CN,app_20,1220451.0,0
instance_12572,CN,app_27,1220451.0,0
instance_12573,CN,app_23,1220452.0,0
instance_12574,CN,app_2,1220451.0,0
instance_12575,CN,app_2,1220452.0,0
instance_12576,CN,app_2,1220451.0,0
instance_12577,CN,app_20,1220538.0,0
instance_12578,CN,app_87,1220547.0,0
instance_12579,CN,app_0,1220549.0,0
instance_12580,CN,app_2,1220548.0,0
instance_12581,CN,app_0,1220547.0,0
instance_12582,CN,app_44,1220609.0,0
instance_12583,CN,app_19,1220673.0,0
instance_12584,CN,app_2,1220841.0,0
instance_12585,CN,app_87,1220990.0,0
instance_12586,CN,app_33,1221111.0,0
instance_12587,CN,app_87,1221110.0,0
instance_12588,CN,app_88,1221111.0,0
instance_12589,CN,app_87,1221230.0,0
instance_12590,CN,app_18,1221260.0,0
instance_12591,CN,app_87,1221260.0,0
instance_12592,CN,app_13,1221261.0,0
instance_12593,CN,app_28,1221260.0,0
instance_12594,CN,app_87,1221380.0,0
instance_12595,CN,app_49,1221440.0,0
instance_12596,CN,app_0,1221441.0,0
instance_12597,CN,app_87,1221590.0,0
instance_12598,CN,app_87,1221711.0,0
instance_12599,CN,app_2,1221771.0,0
instance_12600,CN,app_39,1221830.0,0
instance_12601,CN,app_87,1221920.0,0
instance_12602,CN,app_87,1222335.0,0
instance_12603,CN,app_18,1222524.0,0
instance_12604,CN,app_62,1222521.0,0
instance_12605,HN,app_114,1222528.0,1
instance_12606,HN,app_20,1222578.0,1
instance_12607,CN,app_24,1222498.0,0
instance_12608,CN,app_19,1222760.0,0
instance_12609,CN,app_0,1222761.0,0
instance_12610,CN,app_87,1223030.0,0
instance_12611,CN,app_93,1223151.0,0
instance_12612,CN,app_87,1223151.0,0
instance_12613,CN,app_0,1223781.0,0
instance_12614,CN,app_8,1225221.0,0
instance_12615,CN,app_21,1226093.0,0
instance_12616,CN,app_44,1226275.0,0
instance_12617,CN,app_30,1228448.0,0
instance_12618,CN,app_20,1228447.0,0
instance_12619,CN,app_20,1228447.0,0
instance_12620,CN,app_20,1228447.0,0
instance_12621,CN,app_0,1228448.0,0
instance_12622,CN,app_20,1228447.0,0
instance_12623,CN,app_0,1228448.0,0
instance_12624,CN,app_93,1228448.0,0
instance_12625,CN,app_2,1228448.0,0
instance_12626,CN,app_2,1228448.0,0
instance_12627,CN,app_101,1228448.0,0
instance_12628,CN,app_23,1228448.0,0
instance_12629,CN,app_2,1228449.0,0
instance_12630,CN,app_93,1228448.0,0
instance_12631,CN,app_18,1228448.0,0
instance_12632,CN,app_87,1228781.0,0
instance_12633,CN,app_87,1228808.0,0
instance_12634,CN,app_19,1229035.0,0
instance_12635,HN,app_20,1229069.0,1
instance_12636,CN,app_87,1229138.0,0
instance_12637,CN,app_87,1229179.0,0
instance_12638,CN,app_87,1229228.0,0
instance_12639,CN,app_87,1229258.0,0
instance_12640,CN,app_87,1229319.0,0
instance_12641,CN,app_87,1229408.0,0
instance_12642,CN,app_2,1229409.0,0
instance_12643,CN,app_46,1229468.0,0
instance_12644,CN,app_109,1229498.0,0
instance_12645,CN,app_87,1229678.0,0
instance_12646,CN,app_0,1229733.0,0
instance_12647,CN,app_0,1229733.0,0
instance_12648,CN,app_87,1229772.0,0
instance_12649,CN,app_2,1229773.0,0
instance_12650,CN,app_49,1229799.0,0
instance_12651,CN,app_87,1229861.0,0
instance_12652,CN,app_126,1229951.0,0
instance_12653,CN,app_47,1230157.0,0
instance_12654,CN,app_87,1230218.0,0
instance_12655,CN,app_27,1230249.0,0
instance_12656,CN,app_87,1230308.0,0
instance_12657,CN,app_87,1230308.0,0
instance_12658,CN,app_20,1231088.0,0
instance_12659,CN,app_2,1231149.0,0
instance_12660,CN,app_44,1231353.0,0
instance_12661,CN,app_20,1231838.0,0
instance_12662,CN,app_28,1231928.0,0
instance_12663,CN,app_19,1232734.0,0
instance_12664,CN,app_0,1232735.0,0
instance_12665,CN,app_44,1233726.0,0
instance_12666,CN,app_20,1234948.0,0
instance_12667,CN,app_101,1234949.0,0
instance_12668,CN,app_20,1234948.0,0
instance_12669,CN,app_20,1234948.0,0
instance_12670,CN,app_109,1234949.0,0
instance_12671,CN,app_93,1234949.0,0
instance_12672,CN,app_2,1234949.0,0
instance_12673,CN,app_2,1234949.0,0
instance_12674,CN,app_2,1234949.0,0
instance_12675,CN,app_20,1234948.0,0
instance_12676,CN,app_2,1234949.0,0
instance_12677,HN,app_22,1235211.0,1
instance_12678,CN,app_87,1235247.0,0
instance_12679,CN,app_87,1235457.0,0
instance_12680,CN,app_87,1235491.0,0
instance_12681,CN,app_87,1235638.0,0
instance_12682,CN,app_87,1235700.0,0
instance_12683,CN,app_87,1235728.0,0
instance_12684,CN,app_87,1236058.0,0
instance_12685,CN,app_87,1236148.0,0
instance_12686,HN,app_20,1236150.0,1
instance_12687,CN,app_20,1236478.0,0
instance_12688,CN,app_18,1236478.0,0
instance_12689,HN,app_114,1236683.0,1
instance_12690,CN,app_2,1236696.0,0
instance_12691,CN,app_8,1236759.0,0
instance_12692,CN,app_87,1236927.0,0
instance_12693,CN,app_87,1237018.0,0
instance_12694,HN,app_20,1237301.0,1
instance_12695,CN,app_35,1237917.0,0
instance_12696,CN,app_109,1239618.0,0
instance_12697,CN,app_20,1239618.0,0
instance_12698,CN,app_20,1239618.0,0
instance_12699,CN,app_20,1239618.0,0
instance_12700,CN,app_14,1239618.0,0
instance_12701,CN,app_2,1239620.0,0
instance_12702,CN,app_2,1239620.0,0
instance_12703,CN,app_2,1239620.0,0
instance_12704,CN,app_23,1239620.0,0
instance_12705,CN,app_2,1239620.0,0
instance_12706,CN,app_2,1239804.0,0
instance_12707,CN,app_87,1239977.0,0
instance_12708,CN,app_87,1240187.0,0
instance_12709,CN,app_87,1240221.0,0
instance_12710,CN,app_87,1240248.0,0
instance_12711,CN,app_87,1240342.0,0
instance_12712,CN,app_87,1240368.0,0
instance_12713,CN,app_21,1240459.0,0
instance_12714,CN,app_28,1240459.0,0
instance_12715,CN,app_87,1240459.0,0
instance_12716,CN,app_87,1240519.0,0
instance_12717,CN,app_87,1240549.0,0
instance_12718,CN,app_87,1240669.0,0
instance_12719,CN,app_2,1240700.0,0
instance_12720,CN,app_87,1240788.0,0
instance_12721,CN,app_87,1240818.0,0
instance_12722,CN,app_87,1240879.0,0
instance_12723,CN,app_87,1240879.0,0
instance_12724,CN,app_87,1240907.0,0
instance_12725,CN,app_2,1241302.0,0
instance_12726,CN,app_87,1241478.0,0
instance_12727,CN,app_126,1241811.0,0
instance_12728,HN,app_20,1242161.0,1
instance_12729,CN,app_48,1242162.0,0
instance_12730,CN,app_87,1243129.0,0
instance_12731,CN,app_88,1243394.0,0
instance_12732,HN,app_114,1243893.0,1
instance_12733,HN,app_20,1244075.0,1
instance_12734,CN,app_20,1245447.0,0
instance_12735,CN,app_20,1245447.0,0
instance_12736,CN,app_20,1245447.0,0
instance_12737,CN,app_20,1245447.0,0
instance_12738,CN,app_109,1245449.0,0
instance_12739,CN,app_2,1245450.0,0
instance_12740,CN,app_2,1245450.0,0
instance_12741,CN,app_2,1245449.0,0
instance_12742,CN,app_2,1245450.0,0
instance_12743,CN,app_50,1245468.0,0
instance_12744,CN,app_2,1245538.0,0
instance_12745,CN,app_2,1245538.0,0
instance_12746,CN,app_87,1245657.0,0
instance_12747,CN,app_87,1245988.0,0
instance_12748,CN,app_87,1246078.0,0
instance_12749,CN,app_87,1246107.0,0
instance_12750,CN,app_87,1246137.0,0
instance_12751,CN,app_87,1246137.0,0
instance_12752,CN,app_87,1246198.0,0
instance_12753,CN,app_87,1246198.0,0
instance_12754,CN,app_87,1246198.0,0
instance_12755,CN,app_87,1246617.0,0
instance_12756,CN,app_87,1246707.0,0
instance_12757,CN,app_62,1246855.0,0
instance_12758,CN,app_126,1246856.0,0
instance_12759,CN,app_19,1247044.0,0
instance_12760,CN,app_19,1247529.0,0
instance_12761,CN,app_19,1247528.0,0
instance_12762,CN,app_19,1247528.0,0
instance_12763,CN,app_20,1248628.0,0
instance_12764,CN,app_5,1249130.0,0
instance_12765,CN,app_126,1249450.0,0
instance_12766,HN,app_20,1250309.0,1
instance_12767,CN,app_20,1250385.0,0
instance_12768,CN,app_20,1250385.0,0
instance_12769,CN,app_2,1250386.0,0
instance_12770,CN,app_2,1250386.0,0
instance_12771,CN,app_2,1250386.0,0
instance_12772,CN,app_2,1250386.0,0
instance_12773,CN,app_2,1250386.0,0
instance_12774,CN,app_87,1250685.0,0
instance_12775,CN,app_11,1250694.0,0
instance_12776,CN,app_2,1250834.0,0
instance_12777,CN,app_87,1250985.0,0
instance_12778,CN,app_87,1250985.0,0
instance_12779,CN,app_87,1251195.0,0
instance_12780,CN,app_87,1251225.0,0
instance_12781,HN,app_114,1251334.0,1
instance_12782,CN,app_87,1251345.0,0
instance_12783,CN,app_87,1251375.0,0
instance_12784,CN,app_87,1251375.0,0
instance_12785,CN,app_87,1251525.0,0
instance_12786,CN,app_87,1251615.0,0
instance_12787,CN,app_87,1251675.0,0
instance_12788,CN,app_19,1252917.0,0
instance_12789,CN,app_19,1252917.0,0
instance_12790,CN,app_20,1253389.0,0
instance_12791,CN,app_2,1253389.0,0
instance_12792,CN,app_2,1253389.0,0
instance_12793,CN,app_2,1253389.0,0
instance_12794,CN,app_2,1253390.0,0
instance_12795,CN,app_2,1253389.0,0
instance_12796,CN,app_87,1253688.0,0
instance_12797,CN,app_0,1253815.0,0
instance_12798,CN,app_14,1253815.0,0
instance_12799,CN,app_87,1253988.0,0
instance_12800,CN,app_87,1253988.0,0
instance_12801,CN,app_87,1254018.0,0
instance_12802,CN,app_87,1254018.0,0
instance_12803,CN,app_109,1254231.0,0
instance_12804,CN,app_87,1254349.0,0
instance_12805,CN,app_87,1254378.0,0
instance_12806,CN,app_19,1254385.0,0
instance_12807,CN,app_0,1254386.0,0
instance_12808,CN,app_0,1254386.0,0
instance_12809,CN,app_87,1254529.0,0
instance_12810,CN,app_87,1255339.0,0
instance_12811,CN,app_2,1255461.0,0
instance_12812,CN,app_87,1255789.0,0
instance_12813,CN,app_19,1256786.0,0
instance_12814,CN,app_37,1256861.0,0
instance_12815,CN,app_126,1256862.0,0
instance_12816,HN,app_22,1257286.0,1
instance_12817,CN,app_2,1257622.0,0
instance_12818,CN,app_2,1257622.0,0
instance_12819,CN,app_2,1257622.0,0
instance_12820,CN,app_2,1257622.0,0
instance_12821,CN,app_20,1257621.0,0
instance_12822,HN,app_20,1257868.0,1
instance_12823,CN,app_87,1258029.0,0
instance_12824,CN,app_87,1258029.0,0
instance_12825,CN,app_87,1258041.0,0
instance_12826,CN,app_87,1258059.0,0
instance_12827,CN,app_87,1258089.0,0
instance_12828,CN,app_87,1258341.0,0
instance_12829,CN,app_87,1258341.0,0
instance_12830,CN,app_54,1258342.0,0
instance_12831,CN,app_35,1258569.0,0
instance_12832,CN,app_87,1258580.0,0
instance_12833,CN,app_87,1258611.0,0
instance_12834,CN,app_35,1258630.0,0
instance_12835,CN,app_35,1258690.0,0
instance_12836,HN,app_114,1258773.0,1
instance_12837,CN,app_87,1258790.0,0
instance_12838,CN,app_87,1258941.0,0
instance_12839,CN,app_87,1259620.0,0
instance_12840,CN,app_87,1260561.0,0
instance_12841,CN,app_22,1261409.0,0
instance_12842,CN,app_2,1261649.0,0
instance_12843,CN,app_87,1262202.0,0
instance_12844,CN,app_87,1262202.0,0
instance_12845,CN,app_20,1262673.0,0
instance_12846,CN,app_2,1262680.0,0
instance_12847,CN,app_2,1262680.0,0
instance_12848,CN,app_2,1262680.0,0
instance_12849,CN,app_2,1262680.0,0
instance_12850,CN,app_2,1262680.0,0
instance_12851,CN,app_87,1262824.0,0
instance_12852,CN,app_38,1262832.0,0
instance_12853,CN,app_2,1263035.0,0
instance_12854,CN,app_20,1263123.0,0
instance_12855,CN,app_87,1263213.0,0
instance_12856,CN,app_87,1263273.0,0
instance_12857,CN,app_82,1263337.0,0
instance_12858,CN,app_87,1263453.0,0
instance_12859,CN,app_87,1263573.0,0
instance_12860,CN,app_38,1263612.0,0
instance_12861,CN,app_87,1263695.0,0
instance_12862,CN,app_87,1263694.0,0
instance_12863,CN,app_87,1263723.0,0
instance_12864,CN,app_87,1263753.0,0
instance_12865,HN,app_20,1263939.0,1
instance_12866,CN,app_87,1263963.0,0
instance_12867,CN,app_82,1264685.0,0
instance_12868,CN,app_39,1265013.0,0
instance_12869,CN,app_34,1265049.0,0
instance_12870,CN,app_26,1265053.0,0
instance_12871,CN,app_19,1265063.0,0
instance_12872,HN,app_20,1265191.0,1
instance_12873,HN,app_114,1265254.0,1
instance_12874,CN,app_48,1265437.0,0
instance_12875,CN,app_2,1266065.0,0
instance_12876,CN,app_18,1266483.0,0
instance_12877,CN,app_19,1266483.0,0
instance_12878,CN,app_87,1268377.0,0
instance_12879,CN,app_62,1269303.0,0
instance_12880,HN,app_114,1269508.0,1
instance_12881,HN,app_20,1269878.0,1
instance_12882,CN,app_20,1270121.0,0
instance_12883,CN,app_20,1270121.0,0
instance_12884,CN,app_18,1270121.0,0
instance_12885,CN,app_2,1270127.0,0
instance_12886,CN,app_2,1270127.0,0
instance_12887,CN,app_2,1270127.0,0
instance_12888,CN,app_2,1270127.0,0
instance_12889,CN,app_2,1270127.0,0
instance_12890,CN,app_35,1270329.0,0
instance_12891,CN,app_2,1270717.0,0
instance_12892,CN,app_20,1270812.0,0
instance_12893,CN,app_2,1270814.0,0
instance_12894,CN,app_87,1270871.0,0
instance_12895,CN,app_87,1270932.0,0
instance_12896,CN,app_87,1271052.0,0
instance_12897,CN,app_87,1271052.0,0
instance_12898,CN,app_87,1271232.0,0
instance_12899,CN,app_87,1271442.0,0
instance_12900,CN,app_87,1271651.0,0
instance_12901,CN,app_87,1271922.0,0
instance_12902,CN,app_37,1272001.0,0
instance_12903,CN,app_19,1272002.0,0
instance_12904,CN,app_87,1272282.0,0
instance_12905,CN,app_0,1272411.0,0
instance_12906,CN,app_0,1272411.0,0
instance_12907,CN,app_87,1272441.0,0
instance_12908,CN,app_87,1272822.0,0
instance_12909,CN,app_87,1273071.0,0
instance_12910,CN,app_44,1274152.0,0
instance_12911,CN,app_126,1274314.0,0
instance_12912,CN,app_20,1274478.0,0
instance_12913,CN,app_20,1274478.0,0
instance_12914,CN,app_2,1274480.0,0
instance_12915,CN,app_2,1274480.0,0
instance_12916,CN,app_2,1274480.0,0
instance_12917,CN,app_2,1274480.0,0
instance_12918,CN,app_2,1274480.0,0
instance_12919,CN,app_20,1274808.0,0
instance_12920,CN,app_2,1275106.0,0
instance_12921,CN,app_87,1275258.0,0
instance_12922,CN,app_87,1275288.0,0
instance_12923,CN,app_87,1275348.0,0
instance_12924,CN,app_87,1275498.0,0
instance_12925,CN,app_87,1275858.0,0
instance_12926,CN,app_87,1275949.0,0
instance_12927,HN,app_114,1276468.0,1
instance_12928,CN,app_87,1276608.0,0
instance_12929,HN,app_20,1276783.0,1
instance_12930,CN,app_42,1278003.0,0
instance_12931,CN,app_75,1278144.0,0
instance_12932,CN,app_2,1278145.0,0
instance_12933,CN,app_20,1278144.0,0
instance_12934,CN,app_2,1278145.0,0
instance_12935,CN,app_2,1278145.0,0
instance_12936,CN,app_2,1278145.0,0
instance_12937,CN,app_2,1278145.0,0
instance_12938,CN,app_87,1278504.0,0
instance_12939,CN,app_87,1278534.0,0
instance_12940,CN,app_87,1278654.0,0
instance_12941,CN,app_87,1279197.0,0
instance_12942,CN,app_87,1279345.0,0
instance_12943,CN,app_126,1279601.0,0
instance_12944,CN,app_20,1279915.0,0
instance_12945,CN,app_2,1279916.0,0
instance_12946,CN,app_42,1280008.0,0
instance_12947,CN,app_87,1280010.0,0
instance_12948,CN,app_42,1280067.0,0
instance_12949,CN,app_47,1281057.0,0
instance_12950,HN,app_91,1282015.0,1
instance_12951,CN,app_2,1282106.0,0
instance_12952,CN,app_23,1282106.0,0
instance_12953,CN,app_2,1282106.0,0
instance_12954,CN,app_47,1282106.0,0
instance_12955,CN,app_2,1282106.0,0
instance_12956,CN,app_2,1282137.0,0
instance_12957,CN,app_87,1282675.0,0
instance_12958,CN,app_87,1282675.0,0
instance_12959,CN,app_87,1282796.0,0
instance_12960,CN,app_21,1282976.0,0
instance_12961,CN,app_87,1283035.0,0
instance_12962,CN,app_87,1283095.0,0
instance_12963,CN,app_87,1283396.0,0
instance_12964,CN,app_126,1283486.0,0
instance_12965,CN,app_20,1283560.0,0
instance_12966,CN,app_2,1283907.0,0
instance_12967,HN,app_20,1284039.0,1
instance_12968,CN,app_0,1285775.0,0
instance_12969,HN,app_37,1286079.0,1
instance_12970,CN,app_45,1287125.0,0
instance_12971,CN,app_20,1287716.0,0
instance_12972,CN,app_2,1287716.0,0
instance_12973,CN,app_2,1287716.0,0
instance_12974,CN,app_2,1287716.0,0
instance_12975,CN,app_2,1287716.0,0
instance_12976,CN,app_2,1287716.0,0
instance_12977,CN,app_50,1287716.0,0
instance_12978,CN,app_75,1288413.0,0
instance_12979,CN,app_87,1288406.0,0
instance_12980,CN,app_87,1288436.0,0
instance_12981,CN,app_87,1288466.0,0
instance_12982,CN,app_87,1288466.0,0
instance_12983,CN,app_82,1288797.0,0
instance_12984,CN,app_87,1288797.0,0
instance_12985,CN,app_87,1288946.0,0
instance_12986,CN,app_19,1289396.0,0
instance_12987,CN,app_2,1289848.0,0
instance_12988,CN,app_37,1289901.0,0
instance_12989,CN,app_50,1289939.0,0
instance_12990,CN,app_35,1290188.0,0
instance_12991,CN,app_19,1290327.0,0
instance_12992,CN,app_35,1290338.0,0
instance_12993,CN,app_17,1290417.0,0
instance_12994,CN,app_62,1291012.0,0
instance_12995,CN,app_20,1291466.0,0
instance_12996,CN,app_2,1291468.0,0
instance_12997,HN,app_37,1291599.0,1
instance_12998,HN,app_20,1291600.0,1
instance_12999,CN,app_126,1291881.0,0
instance_13000,CN,app_26,1291881.0,0
instance_13001,CN,app_19,1292272.0,0
instance_13002,CN,app_19,1293633.0,0
instance_13003,CN,app_20,1293634.0,0
instance_13004,CN,app_2,1293634.0,0
instance_13005,CN,app_2,1293634.0,0
instance_13006,CN,app_2,1293634.0,0
instance_13007,CN,app_2,1293635.0,0
instance_13008,CN,app_2,1293634.0,0
instance_13009,CN,app_23,1293634.0,0
instance_13010,CN,app_19,1293710.0,0
instance_13011,CN,app_126,1293890.0,0
instance_13012,CN,app_87,1293964.0,0
instance_13013,CN,app_87,1293993.0,0
instance_13014,CN,app_87,1294295.0,0
instance_13015,CN,app_87,1294323.0,0
instance_13016,CN,app_87,1294323.0,0
instance_13017,CN,app_50,1294384.0,0
instance_13018,CN,app_87,1294443.0,0
instance_13019,CN,app_87,1294473.0,0
instance_13020,CN,app_87,1294354.0,0
instance_13021,CN,app_87,1294512.0,0
instance_13022,HN,app_114,1295548.0,1
instance_13023,CN,app_19,1295737.0,0
instance_13024,CN,app_45,1295879.0,0
instance_13025,CN,app_87,1296544.0,0
instance_13026,HN,app_22,1297115.0,1
instance_13027,CN,app_14,1298013.0,0
instance_13028,CN,app_0,1298013.0,0
instance_13029,CN,app_0,1298013.0,0
instance_13030,CN,app_20,1298108.0,0
instance_13031,CN,app_2,1298108.0,0
instance_13032,CN,app_2,1298108.0,0
instance_13033,CN,app_2,1298108.0,0
instance_13034,CN,app_82,1298108.0,0
instance_13035,CN,app_2,1298109.0,0
instance_13036,HN,app_20,1298439.0,1
instance_13037,HN,app_114,1298495.0,1
instance_13038,CN,app_19,1298541.0,0
instance_13039,CN,app_126,1298542.0,0
instance_13040,CN,app_126,1298542.0,0
instance_13041,CN,app_87,1298795.0,0
instance_13042,CN,app_87,1298887.0,0
instance_13043,CN,app_87,1298916.0,0
instance_13044,CN,app_87,1298976.0,0
instance_13045,CN,app_87,1299066.0,0
instance_13046,CN,app_87,1299156.0,0
instance_13047,CN,app_50,1299277.0,0
